SKU,Handle,Option1 Name,Option1 Value,WS,RRP
SIPOC02W,kg-side-pod-cik-02-historic-bodywork,Type,KG Side Pod CIK 02 Historic Bodywork Pearl White,55,74
NOCCBK,kg-nosecone-mini-historic-bodywork,Type,KG Nosecone CIK 02 - Historic Bodywork Black,94,133
NOCCW,kg-nosecone-mini-historic-bodywork,Type,KG Nosecone CIK 02 - Historic Bodywork Pearl White,94,133
DDMA,arrow-kart-door-mat-1-5-x-2-0m,Title,Default Title,250,290
MJ131,473-rotax-main-jet,Type,ROTAX Main Jet 131,7,8
MJ129,473-rotax-main-jet,Type,ROTAX Main Jet 129,7,8
DDPEHAT,dpe-cap,Title,Default Title,5,30
DDPEU,dpe-umbrella,Title,Default Title,30,50
XX7-2NDC,arrow-kart-x7-2nd-hand,Title,Default Title,,
STDXXSBO,bengio-rib-protector,Type,Bengio Rib Protector XXS,325,395
ENBOX,kartech-engine-box-alloy,Type,Kartech Engine Box Large Rotax | KZ | 4S,100,145
ENBOXS,kartech-engine-box-alloy,Type,Kartech Engine Box Standard Mini ROK | KA100 | X30,90,135
XM6CHT140,mychron-6-1t-kart-data-logger,Type,MyChron 6 Comes with Internal GPS 1 Temp Sensor CHT,866,1082
XM6TRM10,mychron-6-1t-kart-data-logger,Type,MyChron 6 Comes with Internal GPS 1 Temp Sensor Water,866,1082
XM62TCHT07,mychron-6-2t-kart-data-logger,Type,MyChron 6 2T Comes with Internal GPS 1 Temp Sensor CHT,958,1197
XM62TTRM1011,mychron-6-2t-kart-data-logger,Type,MyChron 6 2T Comes with Internal GPS 1 Temp Sensor Water,958,1197
RC.283,kg-nassau-panel-senior-509-air-vent,Title,Default Title,33,53
RC.281,kg-nassau-panel-senior-mk27-air-vent,Title,Default Title,33,53
BDHF54,kartech-brake-line-braided,Type,Kartech Brake Line Braided - 680mm X6.2 | X7  Including Fittings,53,74
KNP509BA,kartech-nassau-support-bottom-kg-508-copy,Title,Default Title,,
DDJWWS,dpe-jacket-copy,Type,DPE Wind Jacket Waterproof S,70,190
DDJWWM,dpe-jacket-copy,Type,DPE Wind Jacket Waterproof M,70,190
DDJWWL,dpe-jacket-copy,Type,DPE Wind Jacket Waterproof L,70,190
DDJWWXL,dpe-jacket-copy,Type,DPE Wind Jacket Waterproof XL,70,190
DDJWW2XL,dpe-jacket-copy,Type,DPE Wind Jacket Waterproof 2XL,70,190
DDJWW3XL,dpe-jacket-copy,Type,DPE Wind Jacket Waterproof 3XL,70,190
WMT145G,tecno-wheel-cadet-gold,Type,Tecno Wheel Rear Magnesium  148 X 5mm Gold CADET,165,235
WMT115G,tecno-wheel-cadet-gold,Type,Tecno Wheel Front Magnesium  115 X 5mm Gold CADET,165,235
WMT120G,tecno-wheel-cadet-gold,Type,Tecno Wheel Front Magnesium  120 X 5mm Bearing Style Gold CADET,165,235
06ADTAKC,dpe-tech-support,Type,Australian Kart Championship 2025,,
06ADTSINGLE,dpe-tech-support,Type,Single Event Fee 2025,,
MCBA-13,kartech-brake-master-cylinder,Type,Kartech Brake Master Cylinder Single Outlet Billet Type Cadet X7,205,289
KSTX7N509,arrow-sticker-kit-x6-copy,Type,Arrow Sticker Kit X7 Nosecone,105,150
RC.113.NE,kg-fuel-tank-fitting-connection-cap,Type,KG Fuel Tank Fitting Connection Cap Black,4,6
RC.113.RS,kg-fuel-tank-fitting-connection-cap,Type,KG Fuel Tank Fitting Connection Cap Red,4,6
K0300IZD0054A,kr-axle-key-3-peg-50mm,Title,Default Title,17.85,21
K03000MF0053A,kr-axle-key-6-x-6-x-60mm-30mm,Title,Default Title,17.85,21
K03000MF0701A,kr-bearing-flange-mini,Title,Default Title,170,200
K0100MIF0226D,kr-chain-guard-plastic-enclosed-black-mini-ok,Title,Default Title,85,100
K010000I0645Z,kr-chain-guard-support,Title,Default Title,22.1,26
K0400IZD1145A,kr-spoiler-ok,Title,Default Title,178.5,210
K040000M0357A,kr-spoiler-mini,Title,Default Title,170,200
K04000MF0176A,kr-spoiler-mounting-kit-28mm,Title,Default Title,55.25,65
K0400IZD0177A,kr-spoiler-mounting-kit-30mm,Title,Default Title,55.25,65
K0400IZD0178A,kr-spoiler-mounting-kit-32mm,Title,Default Title,55.25,65
K04MIZDF0165A,kr-spoiler-mounting-kit,Title,Default Title,157.25,185
K0400IZD1155A,kr-spoiler-cap-2022,Title,Default Title,30.6,36
K01000IZ1552AA,kr-bearing-flange-aluminium-brake-engine-side-1,Title,Default Title,191.25,225
K03000MF0265A,kr-sprocket-hub-30mm-1,Title,Default Title,157.25,185
K030000I0267F,kr-sprocket-hub-50mm-magnesium-1,Title,Default Title,170,200
K0100MIF0641A,kr-chain-guard-aluminium-washer-m6-1,Title,Default Title,8.5,10
K050000Z0239A,kr-chain-guard-fixing-pin-1,Title,Default Title,9.35,11
K0400IZD1063A,kr-nassau-panel-lower-y-bracket-1,Title,Default Title,46.75,55
K0400IZD1062A,kr-nassau-panel-lower-bracket-mini-1,Title,Default Title,21.25,25
K0400IZD0362A,kr-nassau-panel-lower-braker-1,Title,Default Title,21.25,25
K040000M0782A,kr-nassau-panel-mini-white-1,Title,Default Title,127.5,150
K04MIZDF0145A,kr-nosecone-clamps-1,Title,Default Title,34,40
K04MIZDF0656A,kr-rear-spoiler-bolt-1,Title,Default Title,10.2,12
K04000MF0644A,kr-nassau-panel-bracket-upper-mini-1,Title,Default Title,27.2,32
K050000I1172W,kr-brake-disc-hub-floating-adaptor-50mm,Title,Default Title,170,200
K050000I0522F,kr-brake-disc-carrier-for-floating-adaptor-50mm,Title,Default Title,212.5,250
K05000ZD0350A,kr-master-cylinder-aluminium-spacer-m6-black,Title,Default Title,9.35,11
K05000ZD0157A,kr-master-cylinder-bellow-gasket-55-x-35mm,Title,Default Title,25.5,30
K050MZDF0155A,kr-brake-caliper-bleed-nipple-grain-bleeder,Title,Default Title,10.2,12
K050000I0686F,kr-brake-caliper-bleeder,Title,Default Title,13.6,16
K050MZDF0431A,kr-brake-caliper-bleeder-screw-m10,Title,Default Title,9.35,11
K050MZDF0040A,kr-brake-caliper-bolt-with-oil-passage,Title,Default Title,13.6,16
K01000F0397A,kr-brake-caliper-support-mini,Title,Default Title,68,80
K050MZDF0626A,kr-brake-disc-150-x-13mm-with-floating-flange-kz-mini,Title,Default Title,382.5,450
K050MZDF0232A,kr-brake-pad-black-kz-mini,Title,Default Title,44.62,52.5
K050000I0496F,kr-brake-pad-fixing-clip-ok,Title,Default Title,4.25,5
K050000I0548F,kr-brake-pad-fixing-pin-ok,Title,Default Title,17.85,21
K05000MF0016A,kr-brake-rod-300mm-complete-mini,Title,Default Title,34.85,41
K050000I0018A,kr-brake-rod-395mm-complete-ok,Title,Default Title,42.5,50
K05000ZD0124A,kr-brake-tube-clip-8-black,Title,Default Title,11.9,14
K050000I0709F,kr-bushing-for-floating-disk-carrier,Title,Default Title,25.5,30
K050MZDF0404A,kr-master-cylinder-cap-m10,Title,Default Title,6.8,8
K05000ZD0060A,kr-master-cylinder-cover-55-x-35mm,Title,Default Title,25.5,30
K05000ZD0059A,kr-master-cylinder-gasket-55-x-35mm,Title,Default Title,15.3,18
K05000ZD0128A,kr-mater-cylinder-fork-for-brake-distributor,Title,Default Title,29.75,35
K050000I0546F,kr-dust-cover,Title,Default Title,25.5,30
K050MZDF0056A,kr-brake-pad-fixing-clip-kz,Title,Default Title,6.8,8
K05000MF0674A,kr-brake-disk-carrier-floating-mini-30mm,Title,Default Title,127.5,150
K05000ZD0160A,kr-master-cylinder-fork-for-brake-distributor-kz-m6,Title,Default Title,13.6,16
K05MIZDF0130A,kr-master-cylinder-fork-36mm,Title,Default Title,19.55,23
K05000ZD0257A,kr-caliper-front-left-kz-mini-with-pads,Title,Default Title,510,600
K05000ZD0396A,kr-brake-caliper-support-front-left-kz,Title,Default Title,96.9,114
K05000ZD0395A,kr-brake-caliper-support-front-right-kz,Title,Default Title,96.9,114
K050000I0519F,kr-master-cylinder-tank-cap,Title,Default Title,27.2,32
K0500ZDF0173A,kr-brake-line-kit-rear-kz,Title,Default Title,93.5,110
K05000ZD0263A,kr-brake-knob-distributor-kz,Title,Default Title,22.95,27
K05000ZD0187A,kr-master-cylinder-lever,Title,Default Title,34,40
K05000ZD0426A,kr-master-cylinder-piston-locking-pin-m4-x-6,Title,Default Title,2.55,3
K05MIZDF0129A,kr-brake-rod-long-fork,Title,Default Title,22.1,26
K050000I1135F,kr-master-cylinder,Title,Default Title,552.5,650
K05000ZD0067A,kr-master-cylinder-dust-cover,Title,Default Title,16.15,19
K05000ZD0683A,kr-master-cylinder-ok,Title,Default Title,297.5,350
K05000ZD0214A,kr-brake-caliper-o-ring-32mm-31-4-x-2-62,Title,Default Title,13.6,16
K050000I0518F,kr-master-cylinder-overhaul-kit,Title,Default Title,72.25,85
K050000I1148A,kr-brake-caliper-overhaul-kit-2022,Title,Default Title,72.25,85
K0500IZM0860A,kr-master-cylinder-pin-mini,Title,Default Title,13.6,16
K05000ZD0240A,kr-brake-pad-fixing-pin-6mm-rear-kz,Title,Default Title,16.15,19
K050MZDF0241A,kr-brake-pad-fixing-pin-6-x-51-front-kz,Title,Default Title,16.15,19
K05000ZD0261A,kr-master-cylinder-piston-22-x-41,Title,Default Title,29.75,35
K050000I0555F,kr-master-cylinder-piston,Title,Default Title,29.75,35
K05000ZD0255A,kr-brake-distributor-for-kz,Title,Default Title,29.75,35
K050000I1134F,kr-brake-caliper-complete-2022,Title,Default Title,620.5,730
K05000ZD0258A,kr-brake-caliper-complete-kz,Title,Default Title,731,860
K050000I1136F,kr-brake-caliper-support,Title,Default Title,140.25,165
K05000ZD0398A,kr-brake-caliper-support-for-disc-180mm-kz,Title,Default Title,157.25,185
K050000I0632F,kr-brake-disc,Title,Default Title,620.5,730
K050000I0106F,kr-brake-disc-180-x-17-5-complete-ok,Title,Default Title,340,400
K05000ZD0231A,kr-brake-pad-rear-kz,Title,Default Title,44.62,52.5
K050000I0547F,kr-brake-pad-red,Title,Default Title,44.62,52.5
K0500IZD0419F,kr-brake-line-mini,Title,Default Title,80.75,95
K0500MZD0717A,kr-brake-caliper-repair-kit-kz-front-mini,Title,Default Title,97.75,115
K050IZDF0477A,kr-screw-with-thread-hole-for-brake-distributor,Title,Default Title,16.15,19
K05000ZD0427A,kr-screw-with-turned-head-hole-brake-distributor,Title,Default Title,22.95,27
K0500MIF0125A,kr-brake-saftey-cable-with-clevis,Title,Default Title,44.2,52
K05000ZD0126A,kr-brake-distributor-security-cable,Title,Default Title,18.7,22
K050MZDF0237A,kr-master-cylinder-security-pin-for-lever,Title,Default Title,8.5,10
K050MZDF0323A,kr-brake-caliper-front-seeger-18mm,Title,Default Title,3.4,4
K050000I0520F,kr-master-cylinder-spring,Title,Default Title,17.85,21
K050MZDF0191A,kr-master-cylinder-spring-22mm,Title,Default Title,16.15,19
K15MIZDF0288A,kr-brake-caliper-washer-m10-x-15,Title,Default Title,9.35,11
K01MIZDF0650C,kr-clutch-cable,Title,Default Title,17.85,21
K010000I0222A,kr-exhaust-bracket-support-aluminium,Title,Default Title,59.5,70
K010000M1522A,kr-engine-mount-mini,Title,Default Title,195.5,130
K0700IZD0341A,kr-fuel-tank-aluminium-spacer-m8-black-ok,Title,Default Title,13.6,16
K070000M1403A,kr-fuel-tank-aluminium-spacer-m8-black-mini,Title,Default Title,13.6,16
K09MIZDF0144A,kr-pedal-axle-cage-with-rollers-m8,Title,Default Title,15.3,18
K09000MF0236A,kr-brake-pedal-aluminium-black-mini,Title,Default Title,154.7,182
K0900IZD0235A,kr-brake-pedal-black-ok,Title,Default Title,178.5,210
K0900IZD0193A,kr-pedal-spring,Title,Default Title,17.85,21
K09MIZDF0026A,kr-bush-with-rollers-m8-hole-for-pedal,Title,Default Title,13.6,16
K01MIZDF0281A,kr-cable-adjuster-m6,Title,Default Title,6.8,8
K07000MF0775G,kr-fuel-tank-cap-3-5-ltr-mini,Title,Default Title,17.85,21
K1000IZD0498F,kr-torsion-bar-clamp-black-30mm-ok,Title,Default Title,25.5,30
K010000I1581F,kr-engine-mount-inclined-with-brackets,Title,Default Title,238,280
K01000IZ0123A,kr-engine-stop-bolt-mount,Title,Default Title,80.75,95
K01000MI0069A,kr-exhaust-cradle,Title,Default Title,19.55,23
K010000I0393A,kr-exhaust-support-l-bracket,Title,Default Title,22.1,26
K010000I0391A,kr-exhaust-support-complete,Title,Default Title,106.25,125
K0100IZD0004A,kr-heel-rest-complete,Title,Default Title,112.2,132
K1000IZD0022F,kr-torsion-bar-nylon-blade-30mm,Title,Default Title,72.25,85
K01000IZ0853A,kr-torsion-bar-chrome-30mm,Title,Default Title,80.75,95
K01000IZ0854A,kr-torsion-bar-nylon-ribbed-30mm,Title,Default Title,80.75,95
K070000I1405A,kr-fuel-tank-9-ltr-ok,Title,Default Title,106.25,125
K0700IZD0402A,kr-fuel-tank-cap-with-valve,Title,Default Title,17.85,21
K09000MF0233A,kr-pedal-accelerator-mini,Title,Default Title,153,180
K0900IZD0234A,kr-pedal-accelerator-ok,Title,Default Title,178.5,210
K0900IZD0192A,kr-accelerator-pedal-spring,Title,Default Title,17.85,21
K01MIZDF0651C,kr-cable-sheat-accelerator-clutch,Title,Default Title,9.35,11
K0700IZD0278A,kr-fuel-tank-pipe-fitting,Title,Default Title,13.6,16
K0100MIF0737,kr-chain-guard-screw-kit,Title,Default Title,22.95,27
K01000MF0646Z,kr-chain-guard-support-mini,Title,Default Title,42.5,50
K070000Z0275A,kr-fuel-tank-fitting-low-kz,Title,Default Title,13.6,16
K0700IZD0277A,kr-fuel-tank-fitting-low-ok-mini,Title,Default Title,13.6,16
K070000Z0276A,kr-fuel-tank-low-suction-fitting-brass,Title,Default Title,13.6,16
K0500IZD0220A,kr-fuel-tank-o-ring-ferrule-1-78-x-26-7mm,Title,Default Title,5.95,7
K01000MF0625X,kr-rudder-kit-mini,Title,Default Title,340,400
K0100IZD0630X,kr-rudder-kit-ok,Title,Default Title,340,400
K1500IZD0914Z,kr-pedal-cable-support,Title,Default Title,17.85,21
K0900IZD0670A,kr-pedal-stop-accelerato-brake-complete,Title,Default Title,22.1,26
K0700IZD0403A,kr-fuel-tank-cap-with-hole,Title,Default Title,13.6,16
K01000MF0217A,kr-seat-support-mini,Title,Default Title,17.85,21
K09000MF0423A,kr-pedal-brake-uniball-m6,Title,Default Title,22.95,27
K09MIZDF0279A,kr-pedal-washer-m8-1mm,Title,Default Title,9.35,11
K09MIZDF0280A,kr-pedal-washer-m8-2-5mm,Title,Default Title,9.35,11
K0900IZD0679A,kr-gas-stop,Title,Default Title,22.95,27
KRACKKIT,kr-ackerman-kit,Title,Default Title,97.75,115
K060IZDF0071A,kr-stub-axle-bearing,Title,Default Title,11.05,13
K060IZDF0108A,kr-stub-axle-curved-spacer,Title,Default Title,9.35,11
K06MIZDF0284A,kr-stub-axle-curved-washer,Title,Default Title,9.35,11
K060IZDF0117A,kr-wheel-alignment-kit-easy-complete-m10,Title,Default Title,85,100
K06MIZDF0119A,kr-king-pin-castor-adjuster-0-degrees-offset,Title,Default Title,46.75,55
K06MIZDF0663A,kr-king-pin-castor-adjuster-3-degrees-offset,Title,Default Title,55.25,65
K010000Z0262A,kr-gear-lever-knob-long,Title,Default Title,39.95,47
K010000Z0184A,kr-gear-lever-complete-kz,Title,Default Title,170,200
K0600IZD0430A,kr-king-pin-10mm,Title,Default Title,29.75,35
K15MIZDF0432A,kr-screw-m4-m6-brunita,Title,Default Title,7.65,9
K06MIZDF0324A,kr-steering-column-circlip-22mm,Title,Default Title,10.2,12
K09MIZDF0057A,kr-column-stop-pedal,Title,Default Title,13.6,16
K010000Z0109A,kr-spacer-for-clutch-lever,Title,Default Title,17.85,21
K060IDZF0110A,kr-stub-axle-spacer-m10,Title,Default Title,9.35,11
K06MIZDF0300A,kr-stub-axle-iron-washer-spacer,Title,Default Title,9.35,11
K06MIZDF0003A,kr-steering-column-locking-collar-20mm,Title,Default Title,13.6,16
K06MIZDF0384A,kr-steering-guide-bush-2-hole-20mm,Title,Default Title,13.6,16
K0600IZD1353G,kart-republic-steering-wheel,Title,Default Title,408,480
K0600IZD0250A,kr-steering-column,Title,Default Title,119,140
K06000MF0248A,kr-steering-column-mini,Title,Default Title,89.25,105
K0600IZD0602G,kr-steering-wheel-data-bracket,Title,Default Title,29,35
K06000ID0213A,kr-steering-boss,Title,Default Title,106.25,125
K060000Z0209A,kr-steering-boss-kz,Title,Default Title,174.25,205
K060000I0740A,kr-stub-axle-bushing-for-tie-rod,Title,Default Title,9.35,11
K060IZDF0041A,kr-stub-axle-bushing-24mm-m10,Title,Default Title,9.35,11
K0600IZD0349A,kr-stub-axle-spacer-steering-hub-stop-14-25,Title,Default Title,9.35,11
K06MIZDF0424A,kr-steering-column-uniball-m8,Title,Default Title,29.75,35
K0600IZD0339A,kr-kin-pin-upper-sphere-m10,Title,Default Title,22.95,27
K010000Z0390A,kr-gear-lever-support,Title,Default Title,55.25,65
K15MIZDF0302A,kr-washer-countersunk-d20,Title,Default Title,8.5,10
K15MIZDF0450A,kr-screw-m4x8-eccentric,Title,Default Title,5.1,6
K010000M1536B,kart-republic-sticker-kit-mini-2025,Title,Default Title,276.25,325
K01000M1368B,kart-republic-sticker-kit-mini-2021,Title,Default Title,276.25,325
K0100IZD1547B,fa-kart-sticker-rear-spoiler,Title,Default Title,144.5,170
K0100IZD1520B,kart-republic-sticker-rear-spoiler,Title,Default Title,170,200
K01MIZDF0721W,kr-bead-screws,Title,Default Title,6.8,8
K010000I0523F,kr-wheel-hub-front,Title,Default Title,191.25,225
K01000ZD0524F,kr-wheel-hub-front-40-x-80mm-kz,Title,Default Title,191.25,225
K05000ZD0046A,kr-wheel-hub-front-25mm,Title,Default Title,153,180
K01000IZ1218W,kr-wheel-hub-rear-aluminium-bronze,Title,Default Title,212.5,250
K05MIZDF0156A,kr-black-sheath-for-bar-1000mm,Title,Default Title,29.75,35
K0100IZD0039A,kr-bolt-m6x25mm-round-head,Title,Default Title,3.4,4
K010000I0409A-B,kart-republic-kr2-ok,Title,Default Title,,
K010000Z0405A,kart-republic-kr1-kz,Title,Default Title,,
K010000M0772A,kart-republic-kr-mini,Title,Default Title,,
K010000M0846A,fa-kart-mini,Title,Default Title,,
K01000ZD0949A,fa-alonso-kart-fa1-kz,Title,Default Title,,
K010000I0925A-B,fa-alonso-kart-fa2-ok,Title,Default Title,,
K010000M1239A,dap-kart-mini,Title,Default Title,,
DAP1KZ,dap-kart-dap1-kz,Title,Default Title,6500,8500
K010000I1238A-B,dap-kart-dap2-ok,Title,Default Title,,
K020000M0781A,kart-republic-mini-frame,Title,Default Title,,
K02000IZ0316A,kart-republic-kr2-ok-frame,Title,Default Title,,
K0100IZD0959A,fa-alonso-kart-fa2-ok-frame,Title,Default Title,,
K020000M0845A,fa-alonso-kart-mini-frame,Title,Default Title,,
K0100IZD1295A,dap-kart-dap2-ok-frame,Title,Default Title,,
K020000M1256A,dap-kart-mini-frame,Title,Default Title,2200,2500
K030000I0011A,kr-axle-50mm,Type,KR Axle 50 x 2 x 1030mm Soft,297.5,350
K03000IZ0015A,kr-axle-50mm,Type,KR Axle 50 x 2 x 1030mm S1,297.5,350
K030000I0009A,kr-axle-50mm,Type,KR Axle 50 x 2 x 1030mm Medium,297.5,350
K03000ZI1162A,kr-axle-50mm,Type,KR Axle 50 x 2 x 1030mm H1,297.5,350
K030000I0629A,kr-axle-50mm,Type,KR Axle 50 x 2 x 1030mm Hard,297.5,350
K030000I0742A,kr-axle-50mm,Type,KR Axle 50 x 2 x 1030mm Super Hard HH,297.5,350
K03000MF0658A,kr-axle-30mm-x-960mm,Type,KR Axle 30 x 960mm Soft 1 Dot,297.5,350
K03000MF0006A,kr-axle-30mm-x-960mm,Type,KR Axle 30 x 960mm Medium 2 Dot,297.5,350
K03000MF0634A,kr-axle-30mm-x-960mm,Type,KR Axle 30 x 960mm Hard 4 Dot,297.5,350
K03000MF0887A,kr-axle-30mm-x-960mm,Type,KR Axle 30 x 960mm Super Hard 5 Dot,297.5,350
K1600614R,kart-republic-race-suit,Type,Kart Republic Race Suit 120,935,1100
K1600615R,kart-republic-race-suit,Type,Kart Republic Race Suit 130,935,1100
K1600616R,kart-republic-race-suit,Type,Kart Republic Race Suit 140,935,1100
K1600617R,kart-republic-race-suit,Type,Kart Republic Race Suit 150,935,1100
K1600618R,kart-republic-race-suit,Type,Kart Republic Race Suit 160,935,1100
K1600684R,kart-republic-race-suit,Type,Kart Republic Race Suit 44,935,1100
K1600685R,kart-republic-race-suit,Type,Kart Republic Race Suit 46,935,1100
K1600619R,kart-republic-race-suit,Type,Kart Republic Race Suit 48,935,1100
K1600620R,kart-republic-race-suit,Type,Kart Republic Race Suit 50,935,1100
K1600621R,kart-republic-race-suit,Type,Kart Republic Race Suit 52,935,1100
K1600622R,kart-republic-race-suit,Type,Kart Republic Race Suit 54,935,1100
K1600623R,kart-republic-race-suit,Type,Kart Republic Race Suit 56,935,1100
K1601264R,kart-republic-race-suit,Type,Kart Republic Race Suit 58,935,1100
K1600839R,kart-republic-race-suit,Type,Kart Republic Race Suit 60,935,1100
FAS140,fa-alonso-race-suit,Type,FA Kart Race Suit 140,935,
FAS150,fa-alonso-race-suit,Type,FA Kart Race Suit 150,935,
FAS160,fa-alonso-race-suit,Type,FA Kart Race Suit 160,935,
FAS44,fa-alonso-race-suit,Type,FA Kart Race Suit 44,935,
FAS46,fa-alonso-race-suit,Type,FA Kart Race Suit 46,935,
FAS48,fa-alonso-race-suit,Type,FA Kart Race Suit 48,935,
FAS50,fa-alonso-race-suit,Type,FA Kart Race Suit 50,935,
FAS52,fa-alonso-race-suit,Type,FA Kart Race Suit 52,935,
FAS54,fa-alonso-race-suit,Type,FA Kart Race Suit 54,935,
FAS56,fa-alonso-race-suit,Type,FA Kart Race Suit 56,935,
FAS58,fa-alonso-race-suit,Type,FA Kart Race Suit 58,935,
FAS60,fa-alonso-race-suit,Type,FA Kart Race Suit 60,935,
K050MZDF0627A,kr-brake-disc-150-x-13mm-with-floating-flange-kz-mini-copy,Title,Default Title,229.5,270
K01000IZ1299F,kr-wheel-hub-rear-50mm-98mm,Type,KR Wheel Hub Rear 50mm x 78mm Magnesium,187,220
K01000IZ0207F,kr-wheel-hub-rear-50mm-98mm,Type,KR Wheel Hub Rear 50mm x 98mm Magnesium,212.5,250
K01000IZ0527F,kr-wheel-hub-rear-50mm-98mm,Type,KR Wheel Hub Rear 50mm x 108mm Magnesium,238,280
K0100IZD0733F,kr-wheel-hub-grub-screw-m6,Title,Default Title,2.55,3
K01000MF0197A,kr-wheel-hub-rear-30mm-35mm,Type,KR Wheel Hub Rear 30mm x 35mm,102,120
K01000MF1000W,kr-wheel-hub-rear-30mm-35mm,Type,KR Wheel Hub Rear 30mm x 65mm,119,140
K0100IZD1517B,kart-republic-sticker-kit-ok-2025,Title,Default Title,340,400
K010000M1545B,fa-kart-sticker-kit-mini-2025,Title,Default Title,276.25,325
K0100IZD1546B,fa-kart-sticker-kit-ok-2025,Title,Default Title,340,400
K15MIZDF0848T0,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 0,3.4,4
K15MIZDF0848T1,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 1,3.4,4
K15MIZDF0848T2,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 2,3.4,4
K15MIZDF0848T3,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 3,3.4,4
K15MIZDF0848T4,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 4,3.4,4
K15MIZDF0848T5,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 5,3.4,4
K15MIZDF0848T6,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 6,3.4,4
K15MIZDF0848T7,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 7,3.4,4
K15MIZDF0848T8,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 8,3.4,4
K15MIZDF0848T9,fa-kart-sticker-nosecone-2025-copy,Type,KR Race Number 9,3.4,4
K01000MF0681A,kr-engine-mount-clamp-28mm,Type,KR Engine Mount Clamp 28mm Mini,38.25,45
K010000I0687F,kr-engine-mount-clamp-28mm,Type,KR Engine Mount Clamp 30mm OK | KZ,38.25,45
K1600528R,kart-republic-trousers,Type,Kart Republic Trousers 42,136,160
K1600529R,kart-republic-trousers,Type,Kart Republic Trousers 44,136,160
K1600530R,kart-republic-trousers,Type,Kart Republic Trousers 46,136,160
K1600531R,kart-republic-trousers,Type,Kart Republic Trousers 48,136,160
K1600532R,kart-republic-trousers,Type,Kart Republic Trousers 50,136,160
K1600533R,kart-republic-trousers,Type,Kart Republic Trousers 52,136,160
K1600534R,kart-republic-trousers,Type,Kart Republic Trousers 54,136,160
K1600535R,kart-republic-trousers,Type,Kart Republic Trousers 56,136,160
K1600536R,kart-republic-trousers,Type,Kart Republic Trousers 58,136,160
K1600538R,kart-republic-shorts,Type,Kart Republic Shorts 42,127.5,150
K1600539R,kart-republic-shorts,Type,Kart Republic Shorts 44,127.5,150
K1600540R,kart-republic-shorts,Type,Kart Republic Shorts 46,127.5,150
K1600541R,kart-republic-shorts,Type,Kart Republic Shorts 48,127.5,150
K1600542R,kart-republic-shorts,Type,Kart Republic Shorts 50,127.5,150
K1600543R,kart-republic-shorts,Type,Kart Republic Shorts 52,127.5,150
K1600537R,kart-republic-shorts,Type,Kart Republic Shorts 54,127.5,150
K1600544R,kart-republic-shorts,Type,Kart Republic Shorts 56,127.5,150
K1600545R,kart-republic-shorts,Type,Kart Republic Shorts 58,127.5,150
K1600978R,kart-republic-shorts,Type,Kart Republic Short 40,127.5,150
K010000Z0383A,kr-chain-guard-support-kz,Title,Default Title,40.8,48
K050MZDF0723A,kr-brake-disc-150-x-13mm-kz-front-mini-rear-copy,Title,Default Title,80.75,95
K050000Z0521A,kr-brake-disc-hub-50mm-kz-black,Title,Default Title,170,200
K05000ZD0002A,kr-brake-disc-floating-adaptor-150-x-13mm-kz-front-mini-rear-copy,Title,Default Title,80.75,95
K050000Z0103A,kr-brake-disc-180-x-17-5-with-floating-hub-complete-ok-copy,Title,Default Title,620.5,730
K05000ZD0105A,kr-brake-disc-180-x-17-5-kz,Title,Default Title,340,400
K010000M0635W,kr-wheel-hub-front-17-x-75mm-aluminium-black,Type,KR Wheel Hub Front 17 x 75mm Aluminium Black,119,140
K010000M0873A,kr-wheel-hub-front-17-x-75mm-aluminium-black,Type,KR Wheel Hub Front 17 x 45mm Aluminium Black,119,140
K030000M1183A,kr-axle-30mm-x-960mm,Type,KR Axle 30 x 960mm Extra Hard 6 Dot,297.5,350
K030000D0749A,kr-axle-40mm-medium,Title,Default Title,297.5,350
K030000Z0694W,kr-axle-40mm-x-1040mm-medium-copy,Title,Default Title,63.75,75
K01000IZ0998W,kr-wheel-amv-oxy,Type,KR Wheel AMV OXY 130mm Front Dry | Wet,195.5,230
K01000IZ0999W,kr-wheel-amv-oxy,Type,KR Wheel AMV OXY 180mm Rear Wet,221,260
K10000Z0899W,kr-wheel-amv-oxy,Type,KR Wheel AMV OXY 212mm Rear Dry,221,260
K06000IF0132A,kr-stub-axle-right-25mm,Type,KR Stub Axle Right 25mm,246.5,290
K06000IF0135A,kr-stub-axle-right-25mm,Type,KR Stub Axle Left 25mm,246.5,290
K06000ZD0138A,kr-stub-axle-25mm-ok-copy,Type,KR Stub Axle Right KZ 25mm,246.5,290
K06000ZD0140A,kr-stub-axle-25mm-ok-copy,Type,KR Stub Axle Left KZ 25mm,246.5,290
K060000M0699A,kr-stub-axle-mini-right-17mm,Type,KR Stub Axle Mini Right 17mm,170,200
